GEOID,LST,NDVI,NDBI,z_score,cluster_type
04013116610,54.54694685734767,0.26952536065965615,-0.05401489313918804,-1.0624353945791039,0
04013116618,52.945422505644835,0.3186760357226428,-0.08805616028816608,-1.8889209119022028,1
04013116708,56.396656269303364,0.20458497329445252,-0.03703634373920342,-0.107871051793969,0
04013116711,55.130114855908346,0.2080166564452141,-0.03692074323778498,-0.7614846756816819,0
04013116713,54.38252858895766,0.1697250184892763,-0.03202690541936721,-1.1472853798217253,0
04013116718,54.65795444169078,0.18099746598504063,-0.04300533542628523,-1.0051486223392379,0
04013116728,57.035893586976684,0.15546229229402048,0.03948498102211949,0.22201490006665847,0
04013116730,58.68373878074211,0.13943070289305276,0.07510436087024716,1.0724048338753622,0
04013116733,56.20651986809452,0.15816990972591322,0.10038205132966846,-0.2059931825926421,0
04013216813,49.98326714547357,0.34288462333579217,-0.12229030263399487,-3.4175760975941913,1
04013216834,50.62786002033517,0.3106588903874492,-0.09868862616354113,-3.084926347325751,1
04013216835,49.640578175531246,0.3511731436223055,-0.10499856464593825,-3.5944247794781456,1
04013216901,52.35759219541247,0.24106176649615457,-0.061489210135596176,-2.1922776716879815,1
04013216902,53.95514173697426,0.2119698516071634,-0.04670034884340313,-1.3678434019854324,0
04013217001,53.63866993389959,0.19791191121891802,-0.06531007521320376,-1.5311624059108095,1
04013217002,54.111994460709425,0.2160574758839351,-0.059018748505244384,-1.2868977052297408,0
04013217101,53.702011773535254,0.22852854655807572,-0.05751953802427187,-1.498474103017498,0
04013217102,54.341158217417835,0.2138992257767243,-0.06023638682574514,-1.1686350476476237,0
04013217201,55.73171404620614,0.13124906630921865,-0.03790884160418188,-0.45102232305759216,0
04013217203,53.71801739226683,0.16249229234580106,-0.05274966852972676,-1.4902142148282378,0
04013217204,52.464283768046535,0.17072752634203442,-0.06757072291919614,-2.1372182281592456,1
04013319403,54.255051399616626,0.19254136626318857,-0.039251730211961953,-1.2130714858321634,0
04013319706,56.18578138669695,0.16652256826514344,-0.03202308241289706,-0.21669552034238515,0
04013319709,56.13740637351216,0.17567185472586996,-0.02386983431860515,-0.24166001604614204,0
04013319710,56.93030622932266,0.12513386382111544,-0.018170226554848862,0.16752529969269103,0
04013319902,54.458461262312305,0.1893312690277643,-0.04333767083136747,-1.108099428791689,0
04013319903,53.08318907471943,0.2171359233201299,-0.06763008441927561,-1.8178248502092424,1
04013319904,56.598370065653334,0.17352833857809055,-0.033509060534807095,-0.0037742697810997823,0
04013319906,53.47436060455389,0.16519070780889375,-0.04270234989685522,-1.6159561718756588,1
04013319908,53.23695375874396,0.20211265233091888,-0.024413986458953797,-1.7384727727419762,1
04013319909,53.19963907924747,0.19921256102889545,-0.055135390256785495,-1.7577294528883698,1
04013421201,54.08965171923924,0.17659977010188313,-0.02755911931291605,-1.2984279402978285,0
04013421202,55.76937522829052,0.1515388649153442,-0.013194686133556685,-0.4315868261668262,0
04013422212,53.696421206833186,0.18731868298590698,-0.06386887306882257,-1.5013591808547317,1
04013422213,55.499167780657885,0.17923040780740648,-0.03042652605847452,-0.5710305641928909,0
04013422221,51.59982693367764,0.3291284669940162,-0.10023217059846797,-2.5833313660564037,1
04013422223,53.50915265978749,0.21455529983166644,-0.06660134420755523,-1.5980013217118736,1
04013422227,54.129007567400514,0.17418524623987716,-0.038831956853598505,-1.2781178910046829,0
04013083000,56.65746761939167,0.12594514485945435,0.003307553242352932,0.026723719351580386,0
04013092500,57.01208031928477,0.19131961022007218,-0.035107301902207656,0.20972578261016878,0
04013092600,57.15562296589173,0.19124275745440167,-0.01023533355015724,0.2838026571907766,0
04013092900,58.013638561204836,0.1089099611960082,0.021939022606470716,0.7265917177565069,0
04013093200,53.47894899335889,0.26072994892308665,-0.04694176447677703,-1.6135882797539114,1
04013104000,58.94567247009049,0.13932613855492468,-0.006428430834120544,1.207578801424008,0
04013104100,58.52581845731255,0.15271064189634598,-0.013010080414411391,0.9909081897146076,0
04013104900,57.42728053081215,0.168789309417924,-0.024495149910046574,0.42399474533433834,0
04013105400,54.079322722117915,0.3155097133469032,-0.10767080123698339,-1.3037583410002418,0
04013105800,58.942755887044385,0.1634247599985529,-0.020954648463894176,1.2060736643681054,0
04013105900,55.79495664432065,0.2586629012104389,-0.06888087556935041,-0.41838523492093727,0
